Location,Transect,Point,Quad,Category,Species,Distance_m,DBH_cm
Unburned,10,3,3,Sub-Canopy,Pinus Palustris,1.9,12
Unburned,10,3,4,Sub-Canopy,Pinus Palustris,13.1,8
Unburned,10,4,1,Sub-Canopy,Quercus virginiana,11,0.6
Unburned,10,4,2,Sub-Canopy,Pinus Palustris,20.42,14
Unburned,10,4,3,Sub-Canopy,Pinus Palustris,24.3,9
Unburned,10,4,4,Sub-Canopy,Pinus Palustris,23.6,8
Unburned,11,1,1,Sub-Canopy,Quercus myrtifolia,3.1,1
Unburned,11,1,2,Sub-Canopy,Quercus myrtifolia,12.93,2
Unburned,11,1,3,Sub-Canopy,Quercus myrtifolia,2.12,2
Unburned,11,1,4,Sub-Canopy,Quercus myrtifolia,2.2,1
Unburned,11,2,1,Sub-Canopy,Quercus myrtifolia,6.21,1
Unburned,11,2,2,Sub-Canopy,Quercus myrtifolia,3.47,2
Unburned,11,2,3,Sub-Canopy,Serenoa repens,2.09,2
Unburned,11,2,4,Sub-Canopy,Quercus myrtifolia,3.68,2
Unburned,11,3,1,Sub-Canopy,Quercus myrtifolia,8.19,2
Unburned,11,3,2,Sub-Canopy,Quercus myrtifolia,10.72,1
Unburned,11,3,3,Sub-Canopy,Quercus myrtifolia,10.2,3
Unburned,11,3,4,Sub-Canopy,Quercus myrtifolia,6.06,1
Unburned,11,4,1,Sub-Canopy,Quercus myrtifolia,7.61,2
Unburned,11,4,2,Sub-Canopy,Quercus myrtifolia,7.6,2
Unburned,11,4,3,Sub-Canopy,Quercus myrtifolia,12.6,2
Unburned,11,4,4,Sub-Canopy,Quercus myrtifolia,6.7,2
Unburned,12,1,1,Sub-Canopy,Lyonia lucida,6.1,3.5
Unburned,12,1,2,Sub-Canopy,Lyonia lucida,4.9,2
Unburned,12,1,3,Sub-Canopy,Quercus myrtifolia,2.6,1.7
Unburned,12,1,4,Sub-Canopy,Quercus myrtifolia,4.8,2.3
Unburned,12,2,1,Sub-Canopy,Lyonia lucida,5.4,2.5
Unburned,12,2,2,Sub-Canopy,Quercus myrtifolia,4.9,2
Unburned,12,2,3,Sub-Canopy,Quercus myrtifolia,1.3,7.8
Unburned,12,2,4,Sub-Canopy,Lyonia lucida,2,0.7
Unburned,12,3,1,Sub-Canopy,Lyonia lucida,1.7,0.6
Unburned,12,3,2,Sub-Canopy,Quercus chapmanii,1,3
Unburned,12,3,3,Sub-Canopy,Lyonia lucida,7.6,0.8
Unburned,12,3,4,Sub-Canopy,Quercus myrtifolia,2.8,2.5
Unburned,12,4,1,Sub-Canopy,Quercus chapmanii,2.8,1
Unburned,12,4,2,Sub-Canopy,Lyonia lucida,2.2,10.3
Unburned,12,4,3,Sub-Canopy,Lyonia lucida,2.4,1.2
Unburned,12,4,4,Sub-Canopy,Lyonia lucida,7.6,1.6
Unburned,13,1,1,Sub-Canopy,Pinus palustris,14,14.5
Unburned,13,1,2,Sub-Canopy,Pinus palustris,6.9,22
Unburned,13,1,3,Sub-Canopy,Pinus palustris,4.7,12
Unburned,13,1,4,Sub-Canopy,Pinus palustris,5.1,5
Unburned,13,2,1,Sub-Canopy,Pinus palustris,18.5,7.5
Unburned,13,2,2,Sub-Canopy,Pinus palustris,10.4,24
Unburned,13,2,3,Sub-Canopy,Pinus palustris,16.5,3.5
Unburned,13,2,4,Sub-Canopy,Quercus myrtifolia,2.6,2
Unburned,13,3,1,Sub-Canopy,Pinus palustris,12.1,20
Unburned,13,3,2,Sub-Canopy,Pinus palustris,13,4
Unburned,13,3,3,Sub-Canopy,Pinus palustris,15.1,24
Unburned,13,3,4,Sub-Canopy,Pinus palustris,4.5,7
Unburned,13,4,1,Sub-Canopy,Pinus palustris,6.3,20
Unburned,13,4,2,Sub-Canopy,Pinus palustris,12.3,7.7
Unburned,13,4,3,Sub-Canopy,Pinus clausa,11.4,3.5
Unburned,13,4,4,Sub-Canopy,Pinus clausa,5.7,2.5
Unburned,14,1,1,Sub-Canopy,Pinus palustris,9.7,20.69
Unburned,14,1,2,Sub-Canopy,Pinus palustris,18.3,12.73
Unburned,14,1,3,Sub-Canopy,Pinus palustris,9.8,7
Unburned,14,1,4,Sub-Canopy,,,
Unburned,14,2,1,Sub-Canopy,,,
Unburned,14,2,2,Sub-Canopy,,,
Unburned,14,2,3,Sub-Canopy,Pinus palustris,35.2,12.7
Unburned,14,2,4,Sub-Canopy,Pinus palustris,27,3
Unburned,14,3,1,Sub-Canopy,Pinus palustris,32.4,12
Unburned,14,3,2,Sub-Canopy,Pinus clausa,21.8,6
Unburned,14,3,3,Sub-Canopy,,,
Unburned,14,3,4,Sub-Canopy,Pinus palustris,34.7,11
Unburned,14,4,1,Sub-Canopy,Pinus clausa,15.8,1
Unburned,14,4,2,Sub-Canopy,,,
Unburned,14,4,3,Sub-Canopy,Pinus palustris,33.25,11
Unburned,14,4,4,Sub-Canopy,,,
Unburned,15,1,1,Sub-Canopy,Quercus myrtifolia,3.62,0.5
Unburned,15,1,2,Sub-Canopy,,,
Unburned,15,1,3,Sub-Canopy,,,
Unburned,15,1,4,Sub-Canopy,Pinus palustris,15.29,4.44
Unburned,15,2,1,Sub-Canopy,Pinus palustris,16.56,13
Unburned,15,2,2,Sub-Canopy,Pinus palustris,18.6,13.6
Unburned,15,2,3,Sub-Canopy,,,
Unburned,15,2,4,Sub-Canopy,,,
Unburned,15,3,1,Sub-Canopy,,,
Unburned,15,3,2,Sub-Canopy,Pinus palustris,22.98,8.3
Unburned,15,3,3,Sub-Canopy,Pinus palustris,28.13,15.2
Unburned,15,3,4,Sub-Canopy,,,
Unburned,15,4,1,Sub-Canopy,Pinus palustris,4.18,13
Unburned,15,4,2,Sub-Canopy,Pinus palustris,18.49,13.4
Unburned,15,4,3,Sub-Canopy,Pinus palustris,7.81,10.2
Unburned,15,4,4,Sub-Canopy,,,
Unburned,16,1,1,Sub-Canopy,,,
Unburned,16,1,2,Sub-Canopy,,,
Unburned,16,1,3,Sub-Canopy,,,
Unburned,16,1,4,Sub-Canopy,,,
Unburned,16,2,1,Sub-Canopy,,,
Unburned,16,2,2,Sub-Canopy,,,
Unburned,16,2,3,Sub-Canopy,,,
Unburned,16,2,4,Sub-Canopy,,,
Unburned,16,3,1,Sub-Canopy,,,
Unburned,16,3,2,Sub-Canopy,,,
Unburned,16,3,3,Sub-Canopy,,,
Unburned,16,3,4,Sub-Canopy,,,
Unburned,16,4,1,Sub-Canopy,,,
Unburned,16,4,2,Sub-Canopy,,,
Unburned,16,4,3,Sub-Canopy,,,
Unburned,16,4,4,Sub-Canopy,,,
